Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Spreadsheet,correctAnswerCount,EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
11,1733327423129,04/12/2024 15:50:23,1733327423332,-5,04/12/2024 10:50:23,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,1,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1
12,1733327429397,04/12/2024 15:50:29,1733327429422,-5,04/12/2024 10:50:29,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,1,2,Screen 1,content,content_audio,6079.299999982119,,,,,0,1,0,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
13,1733327430101,04/12/2024 15:50:30,1733327430306,-5,04/12/2024 10:50:30,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,1,3,Screen 2,buttonA,response_button_text,878.1999999880791,,,1,1,1,0,0,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
14,1733327431089,04/12/2024 15:50:31,1733327431298,-5,04/12/2024 10:50:31,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,2,1,Screen 3,Zone3,timelimit_screen,1000.5999999999767,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1
15,1733327437159,04/12/2024 15:50:37,1733327437356,-5,04/12/2024 10:50:37,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,2,2,Screen 1,content,content_audio,6053.5,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
16,1733327437777,04/12/2024 15:50:37,1733327437973,-5,04/12/2024 10:50:37,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,2,3,Screen 2,buttonB,response_button_text,609.4000000059605,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
17,1733327438769,04/12/2024 15:50:38,1733327438965,-5,04/12/2024 10:50:38,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,1,Screen 3,Zone3,timelimit_screen,1000.0999999999767,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
18,1733327444840,04/12/2024 15:50:44,1733327445036,-5,04/12/2024 10:50:45,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,2,Screen 1,content,content_audio,6064.300000011921,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
19,1733327445423,04/12/2024 15:50:45,1733327445621,-5,04/12/2024 10:50:45,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,3,Screen 2,buttonB,response_button_text,576.8999999761581,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
20,1733327446414,04/12/2024 15:50:46,1733327446614,-5,04/12/2024 10:50:46,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,4,1,Screen 3,Zone3,timelimit_screen,1000.0999999999767,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_5_3.flac,1
21,1733327452467,04/12/2024 15:50:52,1733327452673,-5,04/12/2024 10:50:52,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,4,2,Screen 1,content,content_audio,6052.699999988079,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_5_3.flac,1
22,1733327453451,04/12/2024 15:50:53,1733327453665,-5,04/12/2024 10:50:53,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,4,3,Screen 2,buttonC,response_button_text,985.1000000238419,,,3,1,1,0,0,,,,,1,Trial,3,HugginsPitch_5_3.flac,1
23,1733327454452,04/12/2024 15:50:54,1733327454655,-5,04/12/2024 10:50:54,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,5,1,Screen 3,Zone3,timelimit_screen,1000.4000000000233,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
24,1733327460505,04/12/2024 15:51:00,1733327460716,-5,04/12/2024 10:51:00,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,5,2,Screen 1,content,content_audio,6053.700000017881,,,,,0,1,0,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
25,1733327461190,04/12/2024 15:51:01,1733327461389,-5,04/12/2024 10:51:01,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,5,3,Screen 2,buttonA,response_button_text,665.1999999880791,,,1,1,1,0,0,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
26,1733327462182,04/12/2024 15:51:02,1733327462380,-5,04/12/2024 10:51:02,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
27,1733327468256,04/12/2024 15:51:08,1733327468439,-5,04/12/2024 10:51:08,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,2,Screen 1,content,content_audio,6052,,,,,0,1,0,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
28,1733327469181,04/12/2024 15:51:09,1733327469380,-5,04/12/2024 10:51:09,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,3,Screen 2,buttonA,response_button_text,934.4000000059605,,,1,1,1,0,0,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
29,1733327470947,04/12/2024 15:51:10,1733327471146,-5,04/12/2024 10:51:11,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,1759.5,,,,,0,1,0,,,,,,End,,,
30,1733327471087,04/12/2024 15:51:11,1733327471151,-5,04/12/2024 10:51:11,196386,6,task-wrbu,,41800863,BLIND,12210601,,complete,,675077efcdde5cd72262236f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1512x982,1512x945,Headphone Check Pass,,,Efficient Headphone Screen,1,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,305544,,,,,0,1,0,,,,,,,,,
1,1733329433524,04/12/2024 16:23:53,1733329433324,-5,04/12/2024 11:23:53,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1035x822,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1733329444696,04/12/2024 16:24:04,1733329444523,-5,04/12/2024 11:24:04,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,8373.399999976158,,,,,0,1,0,,,,,,Instructions,,,
3,1733329445831,04/12/2024 16:24:05,1733329445621,-5,04/12/2024 11:24:05,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,1091.800000011921,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
4,1733329448441,04/12/2024 16:24:08,1733329448245,-5,04/12/2024 11:24:08,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x962,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,3732.5,,,,,0,1,0,,,,,,Instructions,,,
5,1733329453113,04/12/2024 16:24:13,1733329452887,-5,04/12/2024 11:24:12,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,4636.799999952316,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
6,1733329459117,04/12/2024 16:24:19,1733329458951,-5,04/12/2024 11:24:18,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,10701,,,,,0,1,0,,,,,,Instructions,,,
7,1733329465173,04/12/2024 16:24:25,1733329464981,-5,04/12/2024 11:24:24,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,6024.400000035763,,,,,0,1,0,,,,,,Instructions,,,
8,1733329470040,04/12/2024 16:24:30,1733329469887,-5,04/12/2024 11:24:29,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,4901.400000035763,,,,,0,1,0,,,,,,Instructions,,,
9,1733329471107,04/12/2024 16:24:31,1733329470882,-5,04/12/2024 11:24:30,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,1,Screen 3,Zone3,timelimit_screen,1001,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1
10,1733329477087,04/12/2024 16:24:37,1733329476918,-5,04/12/2024 11:24:36,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,2,Screen 1,content,content_audio,6030.599999964237,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
11,1733329477853,04/12/2024 16:24:37,1733329477626,-5,04/12/2024 11:24:37,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,3,Screen 2,buttonB,response_button_text,702,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
12,1733329478781,04/12/2024 16:24:38,1733329478624,-5,04/12/2024 11:24:38,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,2,1,Screen 3,Zone3,timelimit_screen,999.8999999999942,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_4_3.flac,1
13,1733329484872,04/12/2024 16:24:44,1733329484696,-5,04/12/2024 11:24:44,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,2,2,Screen 1,content,content_audio,6068,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
14,1733329485685,04/12/2024 16:24:45,1733329485509,-5,04/12/2024 11:24:45,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,2,3,Screen 2,buttonC,response_button_text,807.4000000357628,,,3,1,1,0,0,,,,,1,Trial,3,HugginsPitch_4_3.flac,1
15,1733329486657,04/12/2024 16:24:46,1733329486507,-5,04/12/2024 11:24:46,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,1,Screen 3,Zone3,timelimit_screen,1000.2000000000044,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1
16,1733329492729,04/12/2024 16:24:52,1733329492567,-5,04/12/2024 11:24:52,196386,6,task-wrbu,,41802185,BLIND,12210934,,complete,,675081c82242713ea5e42dc2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1680x1050,1680x1050,Headphone Check Pass,,,Efficient Headphone Screen,1,CB22,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,2,Screen 1,content,content_audio,6056.100000023842,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
