Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Spreadsheet,correctAnswerCount,EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
12,1732116394169,20/11/2024 15:26:34,1732116394412,-5,20/11/2024 10:26:34,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,2,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
13,1732116400253,20/11/2024 15:26:40,1732116400528,-5,20/11/2024 10:26:40,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,2,2,Screen 1,content,content_audio,6102.199999988079,,,,,0,1,0,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
14,1732116401035,20/11/2024 15:26:41,1732116401304,-5,20/11/2024 10:26:41,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,2,3,Screen 2,buttonA,response_button_text,761.6999999880791,,,1,1,1,0,0,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
15,1732116402023,20/11/2024 15:26:42,1732116402298,-5,20/11/2024 10:26:42,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
16,1732116408146,20/11/2024 15:26:48,1732116408408,-5,20/11/2024 10:26:48,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,2,Screen 1,content,content_audio,6096.200000017881,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
17,1732116409002,20/11/2024 15:26:49,1732116409273,-5,20/11/2024 10:26:49,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,3,Screen 2,buttonB,response_button_text,836.7999999821186,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
18,1732116410059,20/11/2024 15:26:50,1732116410267,-5,20/11/2024 10:26:50,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,1,Screen 3,Zone3,timelimit_screen,1000.2000000000116,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1
19,1732116416122,20/11/2024 15:26:56,1732116416387,-5,20/11/2024 10:26:56,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,2,Screen 1,content,content_audio,6105,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
20,1732116416707,20/11/2024 15:26:56,1732116416978,-5,20/11/2024 10:26:56,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,3,Screen 2,buttonB,response_button_text,584.2000000178814,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
21,1732116426714,20/11/2024 15:27:06,1732116426982,-5,20/11/2024 10:27:06,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,,,,,,LOADING DELAY,,,A loading delay of more than 10s was detected.,,0,1,0,,,,,,,,,
22,1732116432040,20/11/2024 15:27:12,1732116432320,-5,20/11/2024 10:27:12,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1143,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,5,1,Screen 3,Zone3,timelimit_screen,1000.2999999999884,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
23,1732116487417,20/11/2024 15:28:07,1732116487685,-5,20/11/2024 10:28:07,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,5,2,Screen 1,content,content_audio,55360.90000000596,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
24,1732116488141,20/11/2024 15:28:08,1732116488414,-5,20/11/2024 10:28:08,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,5,3,Screen 2,buttonB,response_button_text,708.0999999940395,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
25,1732116489129,20/11/2024 15:28:09,1732116489404,-5,20/11/2024 10:28:09,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,1,Screen 3,Zone3,timelimit_screen,1000.2000000000116,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
26,1732116495247,20/11/2024 15:28:15,1732116495505,-5,20/11/2024 10:28:15,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,2,Screen 1,content,content_audio,6095,,,,,0,1,0,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
27,1732116495855,20/11/2024 15:28:15,1732116496111,-5,20/11/2024 10:28:16,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,6,3,Screen 2,buttonA,response_button_text,587.8000000119209,,,1,1,1,0,0,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
28,1732116497482,20/11/2024 15:28:17,1732116497742,-5,20/11/2024 10:28:17,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,1608,,,,,0,1,0,,,,,,End,,,
29,1732116497612,20/11/2024 15:28:17,1732116497747,-5,20/11/2024 10:28:17,196386,5,task-wrbu,,41491679,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,,Efficient Headphone Screen,1,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,319902,,,,,0,1,0,,,,,,,,,
1,1732116357093,20/11/2024 15:25:57,1732116355670,-8,20/11/2024 07:25:55,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1732116414648,20/11/2024 15:26:54,1732116413246,-8,20/11/2024 07:26:53,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,55393.09999999404,,,,,0,1,0,,,,,,Instructions,,,
3,1732116427353,20/11/2024 15:27:07,1732116425956,-8,20/11/2024 07:27:05,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,12702.300000011921,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
4,1732116440361,20/11/2024 15:27:20,1732116438950,-8,20/11/2024 07:27:18,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,25696.90000000596,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Instructions,,,
5,1732116451864,20/11/2024 15:27:31,1732116450457,-8,20/11/2024 07:27:30,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,37204.09999999404,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Instructions,,,
6,1732116454294,20/11/2024 15:27:34,1732116452877,-8,20/11/2024 07:27:32,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1519x730,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,39642.2,,,,,0,1,0,,,,,,Instructions,,,
7,1732116474829,20/11/2024 15:27:54,1732116473387,-8,20/11/2024 07:27:53,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,20499.30000001192,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
8,1732116480855,20/11/2024 15:28:00,1732116479449,-8,20/11/2024 07:27:59,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,26561.5,,,,,0,1,0,,,,,,Instructions,,,
9,1732116482805,20/11/2024 15:28:02,1732116481399,-8,20/11/2024 07:28:01,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,1943.5999999940395,,,,,0,1,0,,,,,,Instructions,,,
10,1732116490213,20/11/2024 15:28:10,1732116488805,-8,20/11/2024 07:28:08,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,7400,,,,,0,1,0,,,,,,Instructions,,,
11,1732116491187,20/11/2024 15:28:11,1732116489781,-8,20/11/2024 07:28:09,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,1,1,Screen 3,Zone3,timelimit_screen,999.7000000000116,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1
12,1732116497285,20/11/2024 15:28:17,1732116495873,-8,20/11/2024 07:28:15,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,1,2,Screen 1,content,content_audio,6085.5999999940395,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
13,1732116498775,20/11/2024 15:28:18,1732116497356,-8,20/11/2024 07:28:17,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,1,3,Screen 2,buttonC,response_button_text,1477.800000011921,,,3,1,1,0,0,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
14,1732116499751,20/11/2024 15:28:19,1732116498346,-8,20/11/2024 07:28:18,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,2,1,Screen 3,Zone3,timelimit_screen,999.7000000000116,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
15,1732116505846,20/11/2024 15:28:25,1732116504433,-8,20/11/2024 07:28:24,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,2,2,Screen 1,content,content_audio,6082.4000000059605,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
16,1732116506344,20/11/2024 15:28:26,1732116504939,-8,20/11/2024 07:28:24,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,2,3,Screen 2,buttonB,response_button_text,499.90000000596046,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
17,1732116507339,20/11/2024 15:28:27,1732116505929,-8,20/11/2024 07:28:25,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,3,1,Screen 3,Zone3,timelimit_screen,999.8999999999942,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_10_2.flac,1
18,1732116513423,20/11/2024 15:28:33,1732116512013,-8,20/11/2024 07:28:32,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,3,2,Screen 1,content,content_audio,6080.5,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
19,1732116514358,20/11/2024 15:28:34,1732116512593,-8,20/11/2024 07:28:32,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,3,3,Screen 2,buttonB,response_button_text,574.7000000178814,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
20,1732116515320,20/11/2024 15:28:35,1732116513577,-8,20/11/2024 07:28:33,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
21,1732116521078,20/11/2024 15:28:41,1732116519674,-8,20/11/2024 07:28:39,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,2,Screen 1,content,content_audio,6092,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
22,1732116522491,20/11/2024 15:28:42,1732116521067,-8,20/11/2024 07:28:41,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,4,3,Screen 2,buttonB,response_button_text,1388.1000000238419,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
23,1732116523471,20/11/2024 15:28:43,1732116522059,-8,20/11/2024 07:28:42,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1
24,1732116529544,20/11/2024 15:28:49,1732116528133,-8,20/11/2024 07:28:48,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,2,Screen 1,content,content_audio,6069.700000017881,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
25,1732116530087,20/11/2024 15:28:50,1732116528682,-8,20/11/2024 07:28:48,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,3,Screen 2,buttonB,response_button_text,544.5999999940395,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
26,1732116531083,20/11/2024 15:28:51,1732116529674,-8,20/11/2024 07:28:49,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,6,1,Screen 3,Zone3,timelimit_screen,999.7000000000116,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1
27,1732116537146,20/11/2024 15:28:57,1732116535752,-8,20/11/2024 07:28:55,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,6,2,Screen 1,content,content_audio,6075.0999999940395,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
28,1732116537854,20/11/2024 15:28:57,1732116536444,-8,20/11/2024 07:28:56,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,6,3,Screen 2,buttonC,response_button_text,687.3000000119209,,,3,1,1,0,0,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
29,1732116539633,20/11/2024 15:28:59,1732116538235,-8,20/11/2024 07:28:58,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,1786.9000000059605,,,,,0,1,0,,,,,,End,,,
30,1732116539798,20/11/2024 15:28:59,1732116538238,-8,20/11/2024 07:28:58,196386,5,task-wrbu,,41491810,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,Headphone Check Pass,,,Efficient Headphone Screen,1,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,182568,,,,,0,1,0,,,,,,,,,
