Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Spreadsheet,correctAnswerCount,EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
10,1732120549507,20/11/2024 16:35:49,1732120543295,-5,20/11/2024 11:35:43,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,31667.599999999627,,,,,0,1,0,,,,,,Instructions,,,
11,1732120550022,20/11/2024 16:35:50,1732120544285,-5,20/11/2024 11:35:44,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,1,1,Screen 3,Zone3,timelimit_screen,1000.0999999999767,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
12,1732120551093,20/11/2024 16:35:51,1732120550633,-5,20/11/2024 11:35:50,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,1,2,Screen 1,content,content_audio,6309.199999999255,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
13,1732120553530,20/11/2024 16:35:53,1732120553069,-5,20/11/2024 11:35:53,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,1,3,Screen 2,buttonB,response_button_text,2429.5,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
14,1732120554425,20/11/2024 16:35:54,1732120554051,-5,20/11/2024 11:35:54,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,2,1,Screen 3,Zone3,timelimit_screen,999.7999999999884,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_10_2.flac,1
15,1732120560525,20/11/2024 16:36:00,1732120560132,-5,20/11/2024 11:36:00,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,2,2,Screen 1,content,content_audio,6077.300000000745,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
16,1732120561537,20/11/2024 16:36:01,1732120561084,-5,20/11/2024 11:36:01,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,11,2,3,Screen 2,buttonB,response_button_text,942.9000000003725,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_10_2.flac,1
17,1732120562445,20/11/2024 16:36:02,1732120562068,-5,20/11/2024 11:36:02,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,3,1,Screen 3,Zone3,timelimit_screen,1000.1000000000349,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
18,1732120570582,20/11/2024 16:36:10,1732120568152,-5,20/11/2024 11:36:08,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,3,2,Screen 1,content,content_audio,6079.700000001118,,,,,0,1,0,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
19,1732120571057,20/11/2024 16:36:11,1732120569336,-5,20/11/2024 11:36:09,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,3,3,Screen 2,buttonA,response_button_text,1175.7999999988824,,,1,1,1,0,0,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
20,1732120571057,20/11/2024 16:36:11,1732120570335,-5,20/11/2024 11:36:10,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1
21,1732120576760,20/11/2024 16:36:16,1732120576411,-5,20/11/2024 11:36:16,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,2,Screen 1,content,content_audio,6070.799999998882,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
22,1732120578072,20/11/2024 16:36:18,1732120577672,-5,20/11/2024 11:36:17,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,4,3,Screen 2,buttonB,response_button_text,1252.3999999985099,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
23,1732120578995,20/11/2024 16:36:18,1732120578667,-5,20/11/2024 11:36:18,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,5,1,Screen 3,Zone3,timelimit_screen,1000.0999999999767,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1
24,1732120587662,20/11/2024 16:36:27,1732120584752,-5,20/11/2024 11:36:24,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,5,2,Screen 1,content,content_audio,6077.9000000003725,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
25,1732120588212,20/11/2024 16:36:28,1732120585970,-5,20/11/2024 11:36:25,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,5,3,Screen 2,buttonC,response_button_text,1209.0999999996275,,,3,1,1,0,0,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
26,1732120588212,20/11/2024 16:36:28,1732120586968,-5,20/11/2024 11:36:26,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,6,1,Screen 3,Zone3,timelimit_screen,1000,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
27,1732120595400,20/11/2024 16:36:35,1732120593052,-5,20/11/2024 11:36:33,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,6,2,Screen 1,content,content_audio,6078.0999999996275,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
28,1732120595876,20/11/2024 16:36:35,1732120593962,-5,20/11/2024 11:36:33,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,6,3,Screen 2,buttonB,response_button_text,901.6999999992549,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
29,1732120597548,20/11/2024 16:36:37,1732120596876,-5,20/11/2024 11:36:36,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,2909.199999999255,,,,,0,1,0,,,,,,End,,,
30,1732120598570,20/11/2024 16:36:38,1732120596879,-5,20/11/2024 11:36:36,196386,5,task-wrbu,,41493847,BLIND,12111363,,complete,,673e0e27681673a7730cc2cc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,,Efficient Headphone Screen,1,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,383266,,,,,0,1,0,,,,,,,,,
1,1732120213565,20/11/2024 16:30:13,1732120213443,-5,20/11/2024 11:30:13,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1732120252598,20/11/2024 16:30:52,1732120252509,-5,20/11/2024 11:30:52,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,38561,,,,,0,1,0,,,,,,Instructions,,,
3,1732120254860,20/11/2024 16:30:54,1732120254776,-5,20/11/2024 11:30:54,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,2260.0000000000073,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
4,1732120281283,20/11/2024 16:31:21,1732120281205,-5,20/11/2024 11:31:21,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,28704,,,,,0,1,0,,,,,,Instructions,,,
5,1732120298421,20/11/2024 16:31:38,1732120298344,-5,20/11/2024 11:31:38,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1728x1080,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,17133,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
6,1732120349195,20/11/2024 16:32:29,1732120349120,-5,20/11/2024 11:32:29,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
7,1732120353984,20/11/2024 16:32:33,1732120353911,-5,20/11/2024 11:32:33,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,4428,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
8,1732120360082,20/11/2024 16:32:40,1732120359984,-5,20/11/2024 11:32:39,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,10495,,,,,0,1,0,,,,,,Instructions,,,
9,1732120363055,20/11/2024 16:32:43,1732120362941,-5,20/11/2024 11:32:42,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone2,content_web_audio,2950,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Instructions,,,
10,1732120368225,20/11/2024 16:32:48,1732120368154,-5,20/11/2024 11:32:48,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,8163,,,,,0,1,0,,,,,,Instructions,,,
11,1732120378895,20/11/2024 16:32:58,1732120378792,-5,20/11/2024 11:32:58,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,10632,,,,,0,1,0,,,,,,Instructions,,,
12,1732120379934,20/11/2024 16:32:59,1732120379804,-5,20/11/2024 11:32:59,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,1,Screen 3,Zone3,timelimit_screen,1007,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
13,1732120386043,20/11/2024 16:33:06,1732120385909,-5,20/11/2024 11:33:05,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,2,Screen 1,content,content_audio,6096.999999999996,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
14,1732120386591,20/11/2024 16:33:06,1732120386513,-5,20/11/2024 11:33:06,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,3,Screen 2,buttonB,response_button_text,597,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
15,1732120387573,20/11/2024 16:33:07,1732120387497,-5,20/11/2024 11:33:07,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,1,Screen 3,Zone3,timelimit_screen,999,,,,,0,1,0,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1
16,1732120393681,20/11/2024 16:33:13,1732120393599,-5,20/11/2024 11:33:13,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,2,Screen 1,content,content_audio,6096,,,,,0,1,0,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
17,1732120394052,20/11/2024 16:33:14,1732120393965,-5,20/11/2024 11:33:13,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,3,Screen 2,buttonB,response_button_text,362,,,2,1,1,0,0,,,,,1,Trial,2,HugginsPitch_6_2.flac,1
18,1732120395036,20/11/2024 16:33:15,1732120394964,-5,20/11/2024 11:33:14,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,1,Screen 3,Zone3,timelimit_screen,1008,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1
19,1732120401154,20/11/2024 16:33:21,1732120401066,-5,20/11/2024 11:33:21,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,2,Screen 1,content,content_audio,6098,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
20,1732120401718,20/11/2024 16:33:21,1732120401644,-5,20/11/2024 11:33:21,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,3,3,Screen 2,buttonC,response_button_text,571.9999999999927,,,3,1,1,0,0,,,,,1,Trial,3,HugginsPitch_11_3.flac,1
21,1732120402802,20/11/2024 16:33:22,1732120402643,-5,20/11/2024 11:33:22,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,1,Screen 3,Zone3,timelimit_screen,1004,,,,,0,1,0,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1
22,1732120408834,20/11/2024 16:33:28,1732120408746,-5,20/11/2024 11:33:28,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,2,Screen 1,content,content_audio,6095,,,,,0,1,0,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
23,1732120409323,20/11/2024 16:33:29,1732120409246,-5,20/11/2024 11:33:29,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,3,Screen 2,buttonC,response_button_text,495,,,3,1,1,0,0,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
24,1732120410310,20/11/2024 16:33:30,1732120410242,-5,20/11/2024 11:33:30,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,5,1,Screen 3,Zone3,timelimit_screen,1006,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1
25,1732120416429,20/11/2024 16:33:36,1732120416342,-5,20/11/2024 11:33:36,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,5,2,Screen 1,content,content_audio,6092,,,,,0,1,0,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
26,1732120416828,20/11/2024 16:33:36,1732120416746,-5,20/11/2024 11:33:36,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,5,3,Screen 2,buttonA,response_button_text,400,,,1,1,1,0,0,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
27,1732120417823,20/11/2024 16:33:37,1732120417727,-5,20/11/2024 11:33:37,196386,5,task-wrbu,,41493851,BLIND,12111366,,complete,,673e0e7d06bd1ced7d11d702,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1728x1117,1324x914,Headphone Check Pass,,,Efficient Headphone Screen,1,CB16,Yes,Pass,Exit,Headphone Check Pass,,,,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,6,1,Screen 3,Zone3,timelimit_screen,1001,,,,,0,1,0,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
